"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species.group","subclass","subcohort","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe","host_record_lcdb_nhm"
3759,"Naso unicornis","species","175444","Actinopteri","Euteleosteomorpha","Acanthuridae","Naso","Teleostei",NA,"Metazoa","Acanthuriformes",NA,"Chordata","Naso unicornis",NA,"Neopterygii",NA,"Nasinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Naso unicornis"
3760,"Nasutitermes acajutlae","species","46571","Insecta","Polyneoptera","Termitidae","Nasutitermes","Neoptera",NA,"Metazoa","Blattodea",NA,"Arthropoda","Nasutitermes acajutlae",NA,"Pterygota",NA,"Nasutitermitinae",NA,NA,NA,"Hexapoda",NA,NA,"Blattoidea","Eukaryota",NA,NA,"Nasutitermes acajutlae"
3761,"Natrix maura","species","8585","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Natrix maura",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix maura"
3762,"Natrix natrix","species","100823","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Natrix natrix",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix natrix"
3763,"Natrix piscator","genus","8583","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix piscator"
3764,"Natrix pryeri","genus","8583","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix pryeri"
3764,"Natrix pryeri","genus","8583","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix pryeri pryeri"
3765,"Natrix sp.","genus","8583","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix sp."
3766,"Natrix tesselata","genus","8583","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix tesselata"
3767,"Natrix tessellata","species","8584","Craniata",NA,"Colubridae","Natrix",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Natrix tessellata",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix tessellata"
3768,"Nautichthys oculofasciatus","species","428032","Actinopteri","Euteleosteomorpha","Agonidae","Nautichthys","Teleostei","Cottales","Metazoa","Perciformes",NA,"Chordata","Nautichthys oculofasciatus",NA,"Neopterygii",NA,"Hemitripterinae",NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nautichthys oculofasciatus"
3769,"Neatus picipes","species","1971316","Insecta","Holometabola","Tenebrionidae","Neatus","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda","Neatus picipes",NA,"Pterygota",NA,"Tenebrioninae",NA,NA,"Polyphaga","Hexapoda",NA,NA,"Tenebrionoidea","Eukaryota",NA,NA,"Neatus picipes"
3770,"Necora puber","species","338210","Malacostraca",NA,"Portunidae","Necora",NA,"Brachyura","Metazoa","Decapoda",NA,"Arthropoda","Necora puber",NA,"Eumalacostraca",NA,NA,NA,NA,"Pleocyemata","Crustacea",NA,"Multicrustacea","Portunoidea","Eukaryota","Eucarida",NA,"Necora puber"
3771,"Necromys lasiurus","genus","399316","Mammalia",NA,"Cricetidae","Necromys",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,NA,"Sigmodontinae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Necromys lasiurus"
3774,"Nectophrynoides viviparus","species","655831","Amphibia",NA,"Bufonidae","Nectophrynoides",NA,NA,"Metazoa","Anura",NA,"Chordata","Nectophrynoides viviparus",NA,NA,NA,NA,NA,NA,"Neobatrachia","Craniata",NA,"Sarcopterygii","Hyloidea","Eukaryota","Batrachia",NA,"Nectophrynoides viviparus"
3775,"Necturus beyeri","species","324346","Amphibia",NA,"Proteidae","Necturus",NA,NA,"Metazoa","Caudata",NA,"Chordata","Necturus beyeri",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Salamandroidea","Eukaryota","Batrachia",NA,"Necturus beyeri"
3776,"Necturus maculosus","species","42757","Amphibia",NA,"Proteidae","Necturus",NA,NA,"Metazoa","Caudata",NA,"Chordata","Necturus maculosus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Salamandroidea","Eukaryota","Batrachia",NA,"Necturus maculosus"
3777,"Negaprion brevirostris","species","7821","Chondrichthyes",NA,"Carcharhinidae","Negaprion","Selachii",NA,"Metazoa","Carcharhiniformes",NA,"Chordata","Negaprion brevirostris",NA,"Elasmobranchii",NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Galeoidea",NA,"Negaprion brevirostris"
3778,"Negaprion sp.","genus","7820","Chondrichthyes",NA,"Carcharhinidae","Negaprion","Selachii",NA,"Metazoa","Carcharhiniformes",NA,"Chordata",NA,NA,"Elasmobranchii",NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Galeoidea",NA,"Negaprion sp."
3782,"Nemadactylus bergi","species","76927","Actinopteri","Euteleosteomorpha","Cheilodactylidae","Nemadactylus","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Nemadactylus bergi",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cirrhitioidei","Eukaryota",NA,NA,"Nemadactylus bergi"
3783,"Nemapogon granella","species","1448907","Insecta","Holometabola","Tineidae","Nemapogon","Neoptera","Neolepidoptera","Metazoa","Lepidoptera","Heteroneura","Arthropoda","Nemapogon granella",NA,"Pterygota",NA,"Nemapogoninae",NA,NA,"Glossata","Hexapoda",NA,NA,"Tineoidea","Eukaryota","Amphiesmenoptera",NA,"Nemapogon granella"
3783,"Nemapogon granella","species","1448907","Insecta","Holometabola","Tineidae","Nemapogon","Neoptera","Neolepidoptera","Metazoa","Lepidoptera","Heteroneura","Arthropoda","Nemapogon granella",NA,"Pterygota",NA,"Nemapogoninae",NA,NA,"Glossata","Hexapoda",NA,NA,"Tineoidea","Eukaryota","Amphiesmenoptera",NA,"Tinea granilla"
3784,"Nemichthys scolopaceus","species","118170","Actinopteri",NA,"Nemichthyidae","Nemichthys","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Nemichthys scolopaceus",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nemichthys scolopaceus"
3785,"Nemipterus bathybius","species","450223","Actinopteri","Euteleosteomorpha","Nemipteridae","Nemipterus","Teleostei",NA,"Metazoa","Spariformes",NA,"Chordata","Nemipterus bathybius",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nemipterus bathybius"
3786,"Nemipterus japonicus","species","445358","Actinopteri","Euteleosteomorpha","Nemipteridae","Nemipterus","Teleostei",NA,"Metazoa","Spariformes",NA,"Chordata","Nemipterus japonicus",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nemipterus japonicus"
3787,"Nemipterus sp.","genus","119724","Actinopteri","Euteleosteomorpha","Nemipteridae","Nemipterus","Teleostei",NA,"Metazoa","Spariformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nemipterus sp."
3788,"Nemipterus virgatus","species","450225","Actinopteri","Euteleosteomorpha","Nemipteridae","Nemipterus","Teleostei",NA,"Metazoa","Spariformes",NA,"Chordata","Nemipterus virgatus",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nemipterus virgatus"
3790,"Neofelis nebulosa","species","61452","Mammalia",NA,"Felidae","Neofelis",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neofelis nebulosa",NA,NA,NA,"Pantherinae",NA,NA,"Feliformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Felis nebulosa"
3790,"Neofelis nebulosa","species","61452","Mammalia",NA,"Felidae","Neofelis",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neofelis nebulosa",NA,NA,NA,"Pantherinae",NA,NA,"Feliformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neofelis nebulosa"
3791,"Neogobius caspius","species","637955","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius caspius",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Neogobius caspius"
3792,"Neogobius fluviatilis","species","320562","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius fluviatilis",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Neogobius fluviatilis"
3793,"Neogobius melanocephalus","genus","47307","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Neogobius melanocephalus"
3794,"Neogobius melanostomus","species","47308","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius melanostomus",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Gobius cephalarges"
3794,"Neogobius melanostomus","species","47308","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius melanostomus",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Gobius cephalarges constructor"
3794,"Neogobius melanostomus","species","47308","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius melanostomus",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Gobius melanostomus"
3794,"Neogobius melanostomus","species","47308","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Neogobius melanostomus",NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Neogobius melanostomus"
3795,"Neogobius niger","genus","47307","Actinopteri","Euteleosteomorpha","Gobiidae","Neogobius","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Benthophilinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,"Neogobiini","Neogobius niger"
3796,"Neohelice granulata","species","53323","Malacostraca",NA,"Varunidae","Neohelice",NA,"Brachyura","Metazoa","Decapoda",NA,"Arthropoda","Neohelice granulata",NA,"Eumalacostraca",NA,NA,NA,NA,"Pleocyemata","Crustacea",NA,"Multicrustacea","Grapsoidea","Eukaryota","Eucarida",NA,"Neohelice granulata"
3798,"Neomys anomalus","species","52814","Mammalia",NA,"Soricidae","Neomys",NA,NA,"Metazoa","Eulipotyphla",NA,"Chordata","Neomys anomalus",NA,NA,NA,"Soricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neomys anomalus"
3799,"Neomys fodiens","species","62282","Mammalia",NA,"Soricidae","Neomys",NA,NA,"Metazoa","Eulipotyphla",NA,"Chordata","Neomys fodiens",NA,NA,NA,"Soricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neomys fodiens"
3800,"Neomys sp.","genus","52813","Mammalia",NA,"Soricidae","Neomys",NA,NA,"Metazoa","Eulipotyphla",NA,"Chordata",NA,NA,NA,NA,"Soricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neomys sp."
3801,"Neomysis americana","species","223651","Malacostraca",NA,"Mysidae","Neomysis",NA,NA,"Metazoa","Mysida",NA,"Arthropoda","Neomysis americana",NA,"Eumalacostraca",NA,"Mysinae",NA,NA,NA,"Crustacea",NA,"Multicrustacea",NA,"Eukaryota","Peracarida","Mysini","Neomysis americana"
3802,"Neomysis integer","species","223650","Malacostraca",NA,"Mysidae","Neomysis",NA,NA,"Metazoa","Mysida",NA,"Arthropoda","Neomysis integer",NA,"Eumalacostraca",NA,"Mysinae",NA,NA,NA,"Crustacea",NA,"Multicrustacea",NA,"Eukaryota","Peracarida","Mysini","Neomysis integer"
3803,"Neomysis intermedia","species","1075064","Malacostraca",NA,"Mysidae","Neomysis",NA,NA,"Metazoa","Mysida",NA,"Arthropoda","Neomysis intermedia",NA,"Eumalacostraca",NA,"Mysinae",NA,NA,NA,"Crustacea",NA,"Multicrustacea",NA,"Eukaryota","Peracarida","Mysini","Neomysis intermedia"
3804,"Neomysis japonica","species","1676841","Malacostraca",NA,"Mysidae","Neomysis",NA,NA,"Metazoa","Mysida",NA,"Arthropoda","Neomysis japonica",NA,"Eumalacostraca",NA,"Mysinae",NA,NA,NA,"Crustacea",NA,"Multicrustacea",NA,"Eukaryota","Peracarida","Mysini","Neomysis japonica"
3805,"Neopagetopsis ionah","species","70436","Actinopteri","Euteleosteomorpha","Channichthyidae","Neopagetopsis","Teleostei",NA,"Metazoa","Perciformes",NA,"Chordata","Neopagetopsis ionah",NA,"Neopterygii",NA,NA,NA,NA,"Notothenioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Neopagetopsis ionah"
3806,"Neoperla clymene","species","466750","Insecta","Polyneoptera","Perlidae","Neoperla","Neoptera",NA,"Metazoa","Plecoptera",NA,"Arthropoda","Neoperla clymene",NA,"Pterygota",NA,"Perlinae",NA,NA,NA,"Hexapoda",NA,NA,"Perloidea","Eukaryota",NA,NA,"Neoperla clymene"
3807,"Neophema bourkii","genus","35536","Aves",NA,"Psittacidae","Neophema","Neognathae",NA,"Metazoa","Psittaciformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Neophema bourkii"
3808,"Neophoca cinerea","species","161930","Mammalia",NA,"Otariidae","Neophoca",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neophoca cinerea",NA,NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neophoca cinerea"
3809,"Neophocaena phocaenoides","species","34892","Mammalia",NA,"Phocoenidae","Neophocaena",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Neophocaena phocaenoides",NA,NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neophocaena phocaenoides"
3810,"Neoribates lydia","genus","1250631","Arachnida",NA,"Parakalummidae","Neoribates",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda",NA,NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Galumnoidea","Eukaryota","Acariformes",NA,"Parakalumma lydia"
3811,"Neoribates quadrisetosus","species","2234143","Arachnida",NA,"Parakalummidae","Neoribates",NA,"Brachypylina","Metazoa","Sarcoptiformes",NA,"Arthropoda","Neoribates quadrisetosus",NA,"Acari",NA,NA,NA,NA,"Oribatida","Chelicerata",NA,NA,"Galumnoidea","Eukaryota","Acariformes",NA,"Neoribates quadrisetosus"
3812,"Neotoma cinerea","species","105147","Mammalia",NA,"Cricetidae","Neotoma",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Neotoma cinerea",NA,NA,NA,"Neotominae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Neotoma cinerea"
3813,"Neotoma floridana","species","42409","Mammalia",NA,"Cricetidae","Neotoma",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Neotoma floridana",NA,NA,NA,"Neotominae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Neotoma floridana"
3814,"Neotoma fuscipes","species","105199","Mammalia",NA,"Cricetidae","Neotoma",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Neotoma fuscipes",NA,NA,NA,"Neotominae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Neotoma fuscipes"
3815,"Neotoma lepida","species","56216","Mammalia",NA,"Cricetidae","Neotoma",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Neotoma lepida",NA,NA,NA,"Neotominae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Neotoma lepida"
3816,"Neotragus moschatus","species","66442","Mammalia",NA,"Bovidae","Neotragus",NA,"Pecora","Metazoa","Laurasiatheria",NA,"Chordata","Neotragus moschatus",NA,NA,NA,"Antilopinae",NA,NA,"Ruminantia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neotragus moschatus"
3817,"Neotrygon annotata","species","496062","Chondrichthyes",NA,"Dasyatidae","Neotrygon",NA,NA,"Metazoa","Myliobatiformes",NA,"Chordata","Neotrygon annotata",NA,"Elasmobranchii",NA,NA,NA,NA,NA,"Craniata",NA,NA,"Dasyatoidea","Eukaryota","Batoidea",NA,"Dasyatis annotata"
3818,"Neotrypaea californiensis","species","177238","Malacostraca",NA,"Callianassidae","Neotrypaea",NA,"Axiidea","Metazoa","Decapoda",NA,"Arthropoda","Neotrypaea californiensis",NA,"Eumalacostraca",NA,NA,NA,NA,"Pleocyemata","Crustacea",NA,"Multicrustacea",NA,"Eukaryota","Eucarida",NA,"Neotrypaea californiensis"
3819,"Neovison vison","species","452646","Mammalia",NA,"Mustelidae","Neovison",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neovison vison",NA,NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Mustela vison"
3819,"Neovison vison","species","452646","Mammalia",NA,"Mustelidae","Neovison",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neovison vison",NA,NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Mustela vison vison"
3819,"Neovison vison","species","452646","Mammalia",NA,"Mustelidae","Neovison",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Neovison vison",NA,NA,NA,"Mustelinae",NA,NA,"Caniformia","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Neovison vison"
3820,"Nephelomys albigularis","species","530178","Mammalia",NA,"Cricetidae","Nephelomys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Nephelomys albigularis",NA,NA,NA,"Sigmodontinae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Oryzomys albigularis"
3822,"Nereis diversicolor","genus","6351","Polychaeta",NA,"Nereididae","Nereis","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida",NA,NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,"Nereis diversicolor"
3823,"Nereis pelagica","species","194549","Polychaeta",NA,"Nereididae","Nereis","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida","Nereis pelagica",NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,"Nereis pelagica"
3824,"Nereis sp.","species","61854","Polychaeta",NA,"Nereididae","Nereis","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida","Nereis sp.",NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,"Nereis sp."
3825,"Nereis vexilosa","genus","6351","Polychaeta",NA,"Nereididae","Nereis","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida",NA,NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,"Nereis vexilosa"
3826,"Nereis virens","genus","6351","Polychaeta",NA,"Nereididae","Nereis","Aciculata",NA,"Metazoa","Phyllodocida",NA,"Annelida",NA,NA,"Palpata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota",NA,NA,"Nereis virens"
3827,"Nerodia cyclopion","species","183607","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia cyclopion",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia cyclopion"
3828,"Nerodia erythrogaster","species","34997","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia erythrogaster",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Natrix erythrogaster"
3828,"Nerodia erythrogaster","species","34997","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia erythrogaster",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia erythrogaster"
3829,"Nerodia fasciata","species","34998","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia fasciata",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia fasciata"
3830,"Nerodia rhombifer","species","183610","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia rhombifer",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia rhombifer"
3831,"Nerodia sipedon","species","8592","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia sipedon",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia sipedon"
3832,"Nerodia taxispilota","species","46262","Craniata",NA,"Colubridae","Nerodia",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Nerodia taxispilota",NA,NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Nerodia taxispilota"
3833,"Nerophis ophidion","species","159077","Actinopteri","Euteleosteomorpha","Syngnathidae","Nerophis","Teleostei",NA,"Metazoa","Syngnathiformes",NA,"Chordata","Nerophis ophidion",NA,"Neopterygii",NA,"Syngnathinae",NA,NA,"Syngnathoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Nerophis ophidion"
3834,"Nesokia indica","species","51373","Mammalia",NA,"Muridae","Nesokia",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Nesokia indica",NA,NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Nesokia indica"
3835,"Netta erythrophthalma","species","658921","Aves",NA,"Anatidae","Netta","Neognathae",NA,"Metazoa","Anseriformes",NA,"Chordata","Netta erythrophthalma",NA,NA,NA,"Aythyinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Galloanserae",NA,"Netta erythrophthalma"
3836,"Netta peposaca","species","541013","Aves",NA,"Anatidae","Netta","Neognathae",NA,"Metazoa","Anseriformes",NA,"Chordata","Netta peposaca",NA,NA,NA,"Aythyinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Galloanserae",NA,"Netta peposaca"
3837,"Netta rufina","species","30387","Aves",NA,"Anatidae","Netta","Neognathae",NA,"Metazoa","Anseriformes",NA,"Chordata","Netta rufina",NA,NA,NA,"Aythyinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Galloanserae",NA,"Netta rufina"
