i.vec,sp.query,q.rank,ncbi.ids,class,cohort,family,genus,infraclass,infraorder,kingdom,order,parvorder,phylum,species,species group,subclass,subcohort,subfamily,subgenus,subkingdom,suborder,subphylum,subtribe,superclass,superfamily,superkingdom,superorder,tribe,host_record_lcdb_nhm
2879,Lama glama,species,9844,Mammalia,NA,Camelidae,Lama,NA,NA,Metazoa,Laurasiatheria,NA,Chordata,Lama glama,NA,NA,NA,NA,NA,NA,Tylopoda,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Lama glama
2880,Lama lama,genus,9839,Mammalia,NA,Camelidae,Lama,NA,NA,Metazoa,Laurasiatheria,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,Tylopoda,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Lama lama
2881,Lama sp.,genus,9839,Mammalia,NA,Camelidae,Lama,NA,NA,Metazoa,Laurasiatheria,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,Tylopoda,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Lama sp.
2883,Lamna ditropis,species,38578,Chondrichthyes,NA,Alopiidae,Lamna,Selachii,NA,Metazoa,Lamniformes,NA,Chordata,Lamna ditropis,NA,Elasmobranchii,NA,Lamninae,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Galeoidea,NA,Lamna ditropis
2884,Lamna nasus,species,7849,Chondrichthyes,NA,Alopiidae,Lamna,Selachii,NA,Metazoa,Lamniformes,NA,Chordata,Lamna nasus,NA,Elasmobranchii,NA,Lamninae,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Galeoidea,NA,Lamna nasus
2885,Lampadena dea,genus,123246,Actinopteri,Euteleosteomorpha,Myctophidae,Lampadena,Teleostei,NA,Metazoa,Myctophiformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lampadena dea
2886,Lampanyctus nobilis,species,123241,Actinopteri,Euteleosteomorpha,Myctophidae,Lampanyctus,Teleostei,NA,Metazoa,Myctophiformes,NA,Chordata,Lampanyctus nobilis,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lampanyctus nobilis
2887,Lampanyctus sp.,genus,71159,Actinopteri,Euteleosteomorpha,Myctophidae,Lampanyctus,Teleostei,NA,Metazoa,Myctophiformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lampanyctus sp.
2888,Lampetra fluviatilis,species,7748,Craniata,NA,Petromyzontidae,Lampetra,NA,NA,Metazoa,Petromyzontiformes,NA,Chordata,Lampetra fluviatilis,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,NA,NA,Lampetra fluviatilis
2889,Lampetra planeri,species,7750,Craniata,NA,Petromyzontidae,Lampetra,NA,NA,Metazoa,Petromyzontiformes,NA,Chordata,Lampetra planeri,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,NA,NA,Lampetra planeri
2890,Lampichthys procerus,species,123295,Actinopteri,Euteleosteomorpha,Myctophidae,Lampichthys,Teleostei,NA,Metazoa,Myctophiformes,NA,Chordata,Lampichthys procerus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lampichthys procerus
2891,Lamproblatta sp.,genus,1080992,Insecta,Polyneoptera,Lamproblattidae,Lamproblatta,Neoptera,NA,Metazoa,Blattodea,NA,Arthropoda,NA,NA,Pterygota,NA,NA,NA,NA,NA,Hexapoda,NA,NA,Blattoidea,Eukaryota,NA,NA,Lamproblatta sp.
2892,Lamprodrilus chaunense,genus,188778,Clitellata,NA,Lumbriculidae,Lamprodrilus,NA,NA,Metazoa,Lumbriculida,NA,Annelida,NA,NA,Oligochaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eukaryota,NA,NA,Lamprodrilus chaunense
2893,Lampropeltis getula,species,94887,Craniata,NA,Colubridae,Lampropeltis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Lampropeltis getula,NA,NA,NA,Colubrinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Lampropeltis getula
2894,Lampropeltis getulus,genus,94873,Craniata,NA,Colubridae,Lampropeltis,NA,Serpentes,Metazoa,Squamata,NA,Chordata,NA,NA,NA,NA,Colubrinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Lampropeltis getulus
2895,Lampropholis delicata,species,316451,Craniata,NA,Scincidae,Lampropholis,NA,Scinciformata,Metazoa,Squamata,NA,Chordata,Lampropholis delicata,NA,NA,NA,Eugongylinae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Lampropholis delicata
2896,Lamprotornis regius,species,451408,Aves,NA,Sturnidae,Lamprotornis,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lamprotornis regius,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Cosmopsarus regius
2897,Langaha madagascariensis,species,224554,Craniata,NA,Lamprophiidae,Langaha,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Langaha madagascariensis,NA,NA,NA,Pseudoxyrhophiinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Langaha madagascariensis
2898,Lanistes boltenianus,genus,500755,Gastropoda,NA,Ampullariidae,Lanistes,NA,NA,Metazoa,Architaenioglossa,NA,Mollusca,NA,NA,Caenogastropoda,NA,NA,NA,NA,NA,NA,NA,NA,Ampullarioidea,Eukaryota,NA,NA,Lanistes carinatus
2899,Lanius collurio,species,56324,Aves,NA,Laniidae,Lanius,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lanius collurio,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Corvoidea,Eukaryota,NA,NA,Lanius collurio
2900,Lanius cristatus,species,337178,Aves,NA,Laniidae,Lanius,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lanius cristatus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Corvoidea,Eukaryota,NA,NA,Lanius cristatus collurio
2901,Lanius excubitor,species,158049,Aves,NA,Laniidae,Lanius,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lanius excubitor,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Corvoidea,Eukaryota,NA,NA,Lanius excubitor
2902,Lanius ludovicianus,species,28713,Aves,NA,Laniidae,Lanius,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lanius ludovicianus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Corvoidea,Eukaryota,NA,NA,Lanius ludovicianus
2903,Lanius minor,species,466048,Aves,NA,Laniidae,Lanius,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Lanius minor,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Corvoidea,Eukaryota,NA,NA,Lanius minor
2904,Larimichthys crocea,species,215358,Actinopteri,Euteleosteomorpha,Sciaenidae,Larimichthys,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Larimichthys crocea,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Pseudosciaena crocea
2905,Larimichthys polyactis,species,334908,Actinopteri,Euteleosteomorpha,Sciaenidae,Larimichthys,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Larimichthys polyactis,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Larimichthys polyactis
2905,Larimichthys polyactis,species,334908,Actinopteri,Euteleosteomorpha,Sciaenidae,Larimichthys,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Larimichthys polyactis,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Pseudosciaena polyactis
2906,Larimus fasciatus,species,329433,Actinopteri,Euteleosteomorpha,Sciaenidae,Larimus,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Larimus fasciatus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Larimus fasciatus
2907,Larus argentatus,species,35669,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus argentatus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus argentatus
2907,Larus argentatus,species,35669,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus argentatus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus argentatus michaellis
2907,Larus argentatus,species,35669,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus argentatus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus argentatus vegae
2908,Larus atlanticus,species,328042,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus atlanticus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus atlanticus
2909,Larus belcheri,species,328041,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus belcheri,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus belcheri
2910,Larus cachinnans,species,119609,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus cachinnans,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus cachinnans
2911,Larus californicus,species,126681,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus californicus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus californicus
2912,Larus canus,species,28681,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus canus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus canus
2912,Larus canus,species,28681,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus canus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus canus kamtschaschensis
2913,Larus crassirostris,species,179808,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus crassirostris,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus crassirostris
2914,Larus delawarensis,species,126683,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus delawarensis,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus delawarensis
2915,Larus dominicanus,species,37036,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus dominicanus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus dominicanus
2916,Larus fuscus,species,8915,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus fuscus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus fuscus
2917,Larus glaucescens,species,119606,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus glaucescens,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus glaucescens
2918,Larus glaucoides,species,118194,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus glaucoides,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus glaucoides
2919,Larus hyperboreus,species,119637,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus hyperboreus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus hyperboreus
2920,Larus marinus,species,8912,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus marinus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus marinus
2921,Larus melanocephala,genus,8911,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus melanocephala
2922,Larus minutus,genus,8911,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus minutus
2923,Larus novaehollandiae,genus,8911,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus novaehollandiae
2924,Larus occidentalis,species,126713,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus occidentalis,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus occidentalis
2925,Larus schistisagus,species,119607,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus schistisagus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus schistisagus
2926,Larus sp.,genus,8911,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus sp.
2927,Larus thayeri,species,126718,Aves,NA,Laridae,Larus,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Larus thayeri,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Larus thayeri
2928,Lasioderma serricorne,species,295660,Insecta,Holometabola,Anobiidae,Lasioderma,Neoptera,Bostrichiformia,Metazoa,Coleoptera,NA,Arthropoda,Lasioderma serricorne,NA,Pterygota,NA,Xyletininae,NA,NA,Polyphaga,Hexapoda,NA,NA,Bostrichoidea,Eukaryota,NA,NA,Lasioderma serricorne
2929,Lasiopodomys brandti,genus,399233,Mammalia,NA,Cricetidae,Lasiopodomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lasiopodomys brandti
2930,Lasiopodomys brandtii,species,407171,Mammalia,NA,Cricetidae,Lasiopodomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Lasiopodomys brandtii,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Microtus brandti
2931,Lateolabrax japonicus,species,8164,Actinopteri,Euteleosteomorpha,Lateolabracidae,Lateolabrax,Teleostei,NA,Metazoa,Pempheriformes,NA,Chordata,Lateolabrax japonicus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lateolabrax japonicus
2932,Lates calcarifer,species,8187,Actinopteri,Euteleosteomorpha,Centropomidae,Lates,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Lates calcarifer,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lates calcarifer
2933,Lehmannia flava,genus,218307,Gastropoda,NA,Limacidae,Lehmannia,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Limacoidea,Eukaryota,Eupulmonata,NA,Lehmannia flava
2934,Lehmannia marginata,species,381128,Gastropoda,NA,Limacidae,Lehmannia,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,Lehmannia marginata,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Limacoidea,Eukaryota,Eupulmonata,NA,Lehmannia marginata
2935,Lehmannia poirieri,genus,218307,Gastropoda,NA,Limacidae,Lehmannia,NA,NA,Metazoa,Stylommatophora,NA,Mollusca,NA,NA,Heterobranchia,NA,NA,NA,NA,NA,NA,NA,NA,Limacoidea,Eukaryota,Eupulmonata,NA,Lehmannia poirieri
2936,Leioheterodon madagascariensis,species,46577,Craniata,NA,Lamprophiidae,Leioheterodon,NA,Serpentes,Metazoa,Squamata,NA,Chordata,Leioheterodon madagascariensis,NA,NA,NA,Pseudoxyrhophiinae,NA,NA,NA,Craniata,NA,Sarcopterygii,Colubroidea,Eukaryota,Lepidosauria,NA,Leioheterodon madagascariensis
2937,Leiopotherapon plumbeus,species,941982,Actinopteri,Euteleosteomorpha,Terapontidae,Leiopotherapon,Teleostei,NA,Metazoa,Centrarchiformes,NA,Chordata,Leiopotherapon plumbeus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,Terapontoidei,Eukaryota,NA,NA,Therapon plumbeus
2938,Leiostomus xanthurus,species,59837,Actinopteri,Euteleosteomorpha,Sciaenidae,Leiostomus,Teleostei,NA,Metazoa,Neopterygii,NA,Chordata,Leiostomus xanthurus,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Leiostomus xanthurus
2939,Leiothlypis ruficapilla,genus,1610823,Aves,NA,Parulidae,Leiothlypis,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Passeroidea,Eukaryota,NA,NA,Vermivora ruficapilla
2940,Lekanesphaera rugicauda,species,632106,Malacostraca,NA,Sphaeromatidae,Lekanesphaera,NA,NA,Metazoa,Isopoda,NA,Arthropoda,Lekanesphaera rugicauda,NA,Eumalacostraca,NA,NA,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,Eukaryota,Peracarida,NA,Sphaeroma rugicauda
2941,Lemmus sibiricus,species,84769,Mammalia,NA,Cricetidae,Lemmus,NA,NA,Metazoa,Rodentia,NA,Chordata,Lemmus sibiricus,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemmus obensis
2941,Lemmus sibiricus,species,84769,Mammalia,NA,Cricetidae,Lemmus,NA,NA,Metazoa,Rodentia,NA,Chordata,Lemmus sibiricus,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemmus sibiricus
2942,Lemmus sp.,genus,79948,Mammalia,NA,Cricetidae,Lemmus,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemmus sp.
2943,Lemmus trimucronatus,species,84770,Mammalia,NA,Cricetidae,Lemmus,NA,NA,Metazoa,Rodentia,NA,Chordata,Lemmus trimucronatus,NA,NA,NA,Arvicolinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemmus trimucronatus
2944,Lemniscomys barbarus,species,54111,Mammalia,NA,Muridae,Lemniscomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Lemniscomys barbarus,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemniscomys barbarus
2945,Lemniscomys striatus,species,121567,Mammalia,NA,Muridae,Lemniscomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Lemniscomys striatus,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemniscomys striatus
2946,Lemur catta,species,9447,Mammalia,NA,Lemuridae,Lemur,NA,Lemuriformes,Metazoa,Primates,NA,Chordata,Lemur catta,NA,NA,NA,NA,NA,NA,Strepsirrhini,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Lemur catta
2947,Lentipes concolor,species,70082,Actinopteri,Euteleosteomorpha,Gobiidae,Lentipes,Teleostei,NA,Metazoa,Gobiiformes,NA,Chordata,Lentipes concolor,NA,Neopterygii,NA,Sicydiinae,NA,NA,Gobioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lentipes concolor
2948,Leocottus kesslerii,species,8099,Actinopteri,Euteleosteomorpha,Cottidae,Leocottus,Teleostei,Cottales,Metazoa,Perciformes,NA,Chordata,Leocottus kesslerii,NA,Neopterygii,NA,NA,NA,NA,Cottioidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Cottus kessleri
2951,Leontopithecus rosalia,species,30588,Mammalia,NA,Cebidae,Leontopithecus,NA,Simiiformes,Metazoa,Primates,Platyrrhini,Chordata,Leontopithecus rosalia,NA,NA,NA,Callitrichinae,NA,NA,Haplorrhini,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Leontopithecus rosalia
2952,Leopardus geoffroyi,species,46844,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus geoffroyi,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Felis geoffroyi
2952,Leopardus geoffroyi,species,46844,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus geoffroyi,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Felis geoffroyi paraguae
2952,Leopardus geoffroyi,species,46844,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus geoffroyi,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Leopardus geoffroyi
2953,Leopardus pajeros,genus,46841,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,NA,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Felis colocolo
2954,Leopardus pardalis,species,32538,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus pardalis,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Felis pardalis
2954,Leopardus pardalis,species,32538,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus pardalis,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Leopardus pardalis
2955,Leopardus tigrinus,species,46842,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus tigrinus,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Leopardus tigrinus
2956,Leopardus wiedii,species,61382,Mammalia,NA,Felidae,Leopardus,NA,NA,Metazoa,Carnivora,NA,Chordata,Leopardus wiedii,NA,NA,NA,Felinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Leopardus wiedii
2957,Leopoldamys edwardsi,species,83756,Mammalia,NA,Muridae,Leopoldamys,NA,NA,Metazoa,Rodentia,NA,Chordata,Leopoldamys edwardsi,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Leopoldomys edwardsi
2958,Leopoldamys sabanus,species,69073,Mammalia,NA,Muridae,Leopoldamys,NA,NA,Metazoa,Rodentia,NA,Chordata,Leopoldamys sabanus,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Leopoldamys sabanus
2958,Leopoldamys sabanus,species,69073,Mammalia,NA,Muridae,Leopoldamys,NA,NA,Metazoa,Rodentia,NA,Chordata,Leopoldamys sabanus,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Leopoldomys sabanus
2959,Lepadogaster lepadogaster,species,164308,Actinopteri,Euteleosteomorpha,Gobiesocidae,Lepadogaster,Teleostei,NA,Metazoa,Blenniiformes,NA,Chordata,Lepadogaster lepadogaster,NA,Neopterygii,NA,Gobiesocinae,NA,NA,Gobiesocoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lepadogaster lepadogaster
2961,Lepidion eques,species,1229967,Actinopteri,Euteleosteomorpha,Moridae,Lepidion,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Lepidion eques,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Lepidion eques
2963,Lepidocephalichthys thermalis,species,457492,Actinopteri,Otomorpha,Cobitidae,Lepidocephalichthys,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Lepidocephalichthys thermalis,NA,Neopterygii,Ostariophysi,Cobitinae,NA,NA,Cobitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Lepidocephalichthys thermalis
2964,Lepidocyrtus sp.,genus,49178,Collembola,NA,Entomobryidae,Lepidocyrtus,NA,NA,Metazoa,Entomobryomorpha,NA,Arthropoda,NA,NA,NA,NA,Lepidocyrtinae,NA,NA,NA,Hexapoda,NA,NA,Entomobryoidea,Eukaryota,NA,Lepidocyrtini,Lepidocyrtus sp.
2965,Lepidodactylus paurolepis,genus,47722,Craniata,NA,Gekkonidae,Lepidodactylus,NA,Gekkota,Metazoa,Squamata,NA,Chordata,NA,NA,NA,NA,Gekkoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Lepidodactylus paurolepis
2966,Lepidomeda mollispinis,species,181609,Actinopteri,Otomorpha,Cyprinidae,Lepidomeda,Teleostei,NA,Metazoa,Cypriniformes,NA,Chordata,Lepidomeda mollispinis,NA,Neopterygii,Ostariophysi,NA,NA,NA,Cyprinoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Cypriniphysae,NA,Lepidomeda mollispinis
